Batsman,year,runs,strike_rate_batsman,Frequency,per_balls_faced,per_outs,F,run_1,out_1,str_rate1,bat_avg1,RFM_Segment_Concat,type,cluster
Shahid Afridi,2008,106.0,151.42857142857142,70.58823529411767,3.431372549019608,9.821428571428571,3,3,4,4,2,33442,cluster 6,6
Shahid Afridi,2011,67.0,119.64285714285714,62.5,5.679513184584177,9.433962264150944,3,3,3,3,3,33333,cluster 6,6
Shahid Afridi,2012,176.0,143.08943089430898,58.33333333333334,4.377224199288256,7.586206896551723,3,4,3,4,3,34343,cluster 6,6
Shahid Afridi,2015,367.0,152.91666666666666,75.0,5.902606984751599,9.345794392523365,3,4,3,4,3,34343,cluster 6,6
Shahid Afridi,2006,28.0,233.33333333333331,100.0,10.434782608695652,20.0,4,2,4,4,4,42444,cluster 8,8
Shahid Afridi,2007,123.0,186.3636363636364,77.7777777777778,6.214689265536723,12.727272727272727,3,3,4,4,3,33443,cluster 6,6
Shahid Afridi,2009,272.0,134.65346534653466,90.9090909090909,15.719844357976651,14.035087719298243,4,4,4,4,4,44444,cluster 8,8
Shahid Afridi,2010,204.0,136.91275167785236,88.8888888888889,6.702654071075124,10.791366906474819,4,4,4,4,3,44443,cluster 8,8
Shahid Afridi,2013,199.0,134.45945945945942,83.33333333333334,10.37868162692847,6.849315068493151,4,4,3,4,4,44344,cluster 8,8
Shahid Afridi,2014,98.0,171.9298245614035,85.71428571428571,6.793802145411204,10.20408163265306,4,3,4,4,3,43443,cluster 8,8
Shahid Afridi,2016,391.0,159.59183673469386,72.2222222222222,5.907885218230046,11.255411255411255,3,4,4,4,3,34443,cluster 6,6
Shahid Afridi,2018,58.0,126.08695652173913,58.33333333333334,3.2600992204110564,8.695652173913043,3,3,3,3,2,33332,cluster 6,6
Shahid Afridi,2017,328.0,156.9377990430622,65.38461538461539,6.9113756613756605,8.928571428571429,3,4,3,4,3,34343,cluster 6,6
Shahid Afridi,2019,52.0,106.12244897959185,70.0,4.159592529711375,7.352941176470589,3,3,3,3,3,33333,cluster 6,6
Shahid Afridi,2020,99.0,152.30769230769232,63.63636363636363,5.421184320266888,6.25,3,3,3,4,3,33343,cluster 6,6
Shahid Afridi,2021,3.0,37.5,40.0,1.3136288998357963,6.451612903225807,2,1,3,1,2,21312,cluster 3,3
DJ Bravo,2008,230.0,133.72093023255815,50.0,8.55721393034826,6.666666666666668,3,4,3,4,3,34343,cluster 6,6
DJ Bravo,2009,380.0,115.15151515151516,76.19047619047619,13.349514563106794,10.317460317460316,3,4,4,3,4,34434,cluster 6,6
DJ Bravo,2010,169.0,103.04878048780488,53.846153846153854,5.1882315722872505,6.8181818181818175,3,4,3,2,3,34323,cluster 6,6
DJ Bravo,2011,65.0,125.0,21.052631578947366,2.2549869904596704,3.1578947368421053,1,3,2,3,2,13232,cluster 2,2
DJ Bravo,2012,638.0,132.91666666666666,63.414634146341456,9.636619152780566,6.172839506172839,3,4,3,4,3,34343,cluster 6,6
DJ Bravo,2013,417.0,102.70935960591132,80.64516129032258,11.172261970280681,10.734463276836157,4,4,4,2,4,44424,cluster 8,8
DJ Bravo,2014,410.0,125.76687116564419,44.680851063829785,5.856988860941431,5.928853754940711,2,4,3,3,3,24333,cluster 4,4
DJ Bravo,2015,537.0,122.32346241457859,79.06976744186046,8.856163001815615,8.235294117647058,3,4,3,3,3,34333,cluster 6,6
DJ Bravo,2016,800.0,117.47430249632893,77.94117647058823,8.37535358504489,9.411764705882351,3,4,3,3,3,34333,cluster 6,6
DJ Bravo,2018,597.0,149.25,57.14285714285714,5.107252298263535,5.420054200542006,3,4,3,4,3,34343,cluster 6,6
DJ Bravo,2019,216.0,108.0,43.47826086956522,3.6623329060611614,5.241935483870968,2,4,3,3,2,24332,cluster 4,4
DJ Bravo,2020,33.0,157.14285714285714,17.647058823529417,0.5683355886332883,2.0689655172413794,1,2,2,4,1,12241,cluster 1,1
DJ Bravo,2021,26.0,76.47058823529412,40.0,2.931034482758621,3.5087719298245608,2,2,2,2,2,22222,cluster 3,3
DJ Bravo,2017,126.0,107.69230769230771,45.45454545454545,4.712041884816754,7.8125,2,4,3,3,3,24333,cluster 4,4
DJ Bravo,2006,19.0,118.75,100.0,13.008130081300814,0.0,4,2,1,3,4,42134,cluster 7,7
DJ Bravo,2007,3.0,37.5,80.0,1.4209591474245116,8.823529411764708,4,1,3,1,2,41312,cluster 7,7
MA Khote,2008,24.0,109.0909090909091,21.428571428571427,1.3888888888888888,2.5,1,2,2,3,2,12232,cluster 1,1
A Nehra,2008,3.0,23.07692307692308,21.428571428571427,0.8207070707070708,0.0,1,1,1,1,1,11111,cluster 1,1
A Nehra,2009,23.0,153.33333333333334,8.0,0.513874614594039,0.7352941176470588,1,2,1,4,1,12141,cluster 1,1
A Nehra,2010,23.0,100.0,19.047619047619047,0.921474358974359,2.3622047244094486,1,2,2,2,1,12221,cluster 1,1
A Nehra,2012,11.0,84.61538461538461,12.5,0.6582278481012658,0.0,1,2,1,2,1,12121,cluster 1,1
A Nehra,2013,1.0,12.5,25.0,0.4132231404958678,3.636363636363636,2,1,2,1,1,21211,cluster 3,3
A Nehra,2015,1.0,14.285714285714285,23.529411764705877,0.3383276945384244,0.9615384615384616,2,1,1,1,1,21111,cluster 3,3
A Nehra,2016,7.0,26.923076923076927,7.894736842105262,0.6083294337856809,1.0810810810810811,1,1,1,1,1,11111,cluster 1,1
GC Smith,2008,445.0,117.10526315789473,66.66666666666666,18.384131591678766,9.900990099009901,3,4,4,3,4,34434,cluster 6,6
GC Smith,2009,490.0,114.21911421911423,80.0,14.512855209742893,11.875,4,4,4,3,4,44434,cluster 8,8
GC Smith,2010,360.0,121.62162162162164,52.0,9.983136593591906,8.227848101265822,3,4,3,3,4,34334,cluster 6,6
GC Smith,2011,66.0,78.57142857142857,37.5,4.432717678100263,5.6603773584905674,2,3,3,2,3,23323,cluster 3,3
GC Smith,2005,61.0,138.63636363636363,100.0,36.66666666666666,10.0,4,3,4,4,4,43444,cluster 8,8
GC Smith,2006,127.0,114.41441441441441,100.0,30.74792243767313,8.695652173913043,4,4,3,3,4,44334,cluster 8,8
GC Smith,2007,101.0,102.020202020202,85.71428571428571,12.043795620437956,14.634146341463413,4,3,4,2,4,43424,cluster 8,8
GC Smith,2014,20.0,125.0,6.666666666666668,0.9174311926605504,1.282051282051282,1,2,1,3,1,12131,cluster 1,1
Pankaj Singh,2008,5.0,62.5,12.5,0.4298764105319721,0.0,1,1,1,1,1,11111,cluster 1,1
Pankaj Singh,2009,1.0,50.0,12.5,0.10368066355624676,0.9433962264150944,1,1,1,1,1,11111,cluster 1,1
Pankaj Singh,2010,1.0,50.0,6.25,0.10946907498631638,1.162790697674419,1,1,1,1,1,11111,cluster 1,1
RR Sarwan,2008,130.0,102.36220472440945,31.578947368421048,5.866050808314087,4.807692307692308,2,4,2,2,3,24223,cluster 4,4
RR Sarwan,2013,80.0,88.8888888888889,77.7777777777778,8.47457627118644,6.521739130434782,3,3,3,2,3,33323,cluster 6,6
RR Sarwan,2016,9.0,60.0,8.333333333333332,1.0885341074020318,1.4925373134328357,1,1,1,1,1,11111,cluster 1,1
RR Sarwan,2007,17.0,113.33333333333331,40.0,2.6642984014209588,5.882352941176469,2,2,3,3,2,22332,cluster 3,3
RR Sarwan,2009,127.0,111.40350877192982,75.0,13.225058004640374,6.8181818181818175,3,4,3,3,4,34334,cluster 6,6
RR Sarwan,2010,97.0,80.83333333333333,60.0,10.291595197255576,8.108108108108109,3,3,3,2,4,33324,cluster 6,6
RR Sarwan,2014,37.0,97.36842105263158,7.6923076923076925,2.4203821656050954,1.1363636363636365,1,2,1,2,2,12122,cluster 1,1
S Sreesanth,2008,0.0,0.0,18.75,0.2165674066053059,2.247191011235955,1,1,2,1,1,11211,cluster 1,1
S Sreesanth,2009,5.0,26.315789473684212,14.285714285714285,1.1262596324836989,0.0,1,1,1,1,1,11111,cluster 1,1
S Sreesanth,2010,27.0,122.72727272727272,21.428571428571427,1.2850467289719625,0.0,1,2,1,3,2,12132,cluster 1,1
S Sreesanth,2011,1.0,11.111111111111109,21.428571428571427,0.5689001264222503,1.162790697674419,1,1,1,1,1,11111,cluster 1,1
S Sreesanth,2013,1.0,25.0,11.111111111111109,0.18544274455261936,1.0638297872340423,1,1,1,1,1,11111,cluster 1,1
S Sreesanth,2007,20.0,153.84615384615384,28.57142857142857,1.5063731170336037,0.0,2,2,1,4,2,22142,cluster 3,3
VRV Singh,2008,4.0,133.33333333333334,13.333333333333336,0.17251293847038526,1.2658227848101269,1,1,1,4,1,11141,cluster 1,1
SS Tiwary,2008,26.0,130.0,14.285714285714285,1.2626262626262623,2.5,1,2,2,4,2,12242,cluster 1,1
SS Tiwary,2009,13.0,108.33333333333331,23.07692307692308,0.7453416149068323,1.2195121951219512,2,2,1,3,1,22131,cluster 3,3
SS Tiwary,2010,419.0,131.34796238244513,93.75,15.989974937343359,12.745098039215687,4,4,4,4,4,44444,cluster 8,8
SS Tiwary,2011,187.0,95.40816326530613,81.25,10.681198910081743,10.126582278481012,4,4,4,2,4,44424,cluster 8,8
SS Tiwary,2012,191.0,110.40462427745665,73.33333333333333,9.346299297676932,9.63855421686747,3,4,3,3,3,34333,cluster 6,6
SS Tiwary,2013,109.0,96.46017699115043,37.5,6.007442849548112,5.128205128205128,2,3,3,2,3,23323,cluster 3,3
SS Tiwary,2015,109.0,131.32530120481928,42.857142857142854,4.92874109263658,0.0,2,3,1,4,3,23143,cluster 3,3
SS Tiwary,2016,170.0,114.09395973154362,50.0,9.430379746835444,8.823529411764708,3,4,3,3,3,34333,cluster 6,6
SS Tiwary,2017,52.0,113.04347826086956,5.882352941176469,2.24609375,0.0,1,3,1,3,2,13132,cluster 2,2
SS Tiwary,2020,103.0,127.1604938271605,31.25,4.357181280258203,6.756756756756758,2,3,3,3,3,23333,cluster 3,3
DS Kulkarni,2008,2.0,11.764705882352944,7.142857142857142,1.0732323232323229,0.0,1,1,1,1,1,11111,cluster 1,1
DS Kulkarni,2009,9.0,50.0,23.07692307692308,1.1180124223602486,2.4390243902439024,2,1,2,1,1,21211,cluster 3,3
DS Kulkarni,2011,2.0,50.0,6.25,0.2097535395909806,1.2195121951219512,1,1,1,1,1,11111,cluster 1,1
DS Kulkarni,2012,10.0,200.0,5.882352941176469,0.2434274586173321,0.0,1,2,1,4,1,12141,cluster 1,1
DS Kulkarni,2014,35.0,129.62962962962962,14.285714285714285,1.6196760647870423,0.0,1,2,1,4,2,12142,cluster 1,1
DS Kulkarni,2015,4.0,33.333333333333336,15.384615384615385,0.7523510971786834,2.5316455696202533,1,1,2,1,1,11211,cluster 1,1
DS Kulkarni,2016,28.0,155.55555555555554,16.216216216216218,0.4357298474945534,1.0526315789473684,1,2,1,4,1,12141,cluster 1,1
DS Kulkarni,2017,1.0,50.0,7.142857142857142,0.11997600479904018,1.162790697674419,1,1,1,1,1,11111,cluster 1,1
DS Kulkarni,2018,6.0,85.71428571428571,13.333333333333336,0.3977272727272727,0.0,1,1,1,2,1,11121,cluster 1,1
DS Kulkarni,2019,5.0,166.66666666666666,7.142857142857142,0.18598884066955984,0.0,1,1,1,4,1,11141,cluster 1,1
DS Kulkarni,2020,3.0,150.0,6.25,0.10758472296933834,0.0,1,1,1,4,1,11141,cluster 1,1
AB Agarkar,2008,54.0,110.20408163265307,46.153846153846146,3.147077713551702,4.545454545454546,2,3,2,3,2,23232,cluster 3,3
AB Agarkar,2009,66.0,113.79310344827586,38.46153846153847,3.828382838283828,2.7777777777777777,2,3,2,3,2,23232,cluster 3,3
AB Agarkar,2010,40.0,133.33333333333334,28.57142857142857,1.7482517482517483,1.4084507042253522,2,3,1,4,2,23142,cluster 3,3
AB Agarkar,2011,7.0,100.0,7.142857142857142,0.4204204204204205,0.0,1,1,1,2,1,11121,cluster 1,1
AB Agarkar,2013,12.0,75.0,12.5,0.8264462809917356,0.9090909090909092,1,2,1,1,1,12111,cluster 1,1
AB Agarkar,2007,15.0,136.36363636363637,28.57142857142857,1.2746234067207416,2.5,2,2,2,4,2,22242,cluster 3,3
M Kartik,2008,30.0,107.14285714285714,23.07692307692308,1.7983301220295438,3.4090909090909087,2,2,2,3,2,22232,cluster 3,3
M Kartik,2009,21.0,105.0,15.384615384615385,1.32013201320132,0.0,1,2,1,2,2,12122,cluster 1,1
M Kartik,2010,22.0,100.0,14.285714285714285,1.282051282051282,1.4084507042253522,1,2,1,2,2,12122,cluster 1,1
M Kartik,2011,12.0,80.0,15.384615384615385,0.982961992136304,1.2048192771084338,1,2,1,2,1,12121,cluster 1,1
M Kartik,2012,26.0,123.8095238095238,18.75,1.0632911392405064,0.0,1,2,1,3,1,12131,cluster 1,1
M Kartik,2013,2.0,66.66666666666667,12.5,0.1594896331738437,1.282051282051282,1,1,1,1,1,11111,cluster 1,1
I Sharma,2008,14.0,82.3529411764706,42.857142857142854,1.0210210210210209,1.020408163265306,2,2,1,2,1,22121,cluster 3,3
I Sharma,2009,21.0,140.0,17.391304347826086,0.5510653930933138,1.5037593984962403,1,2,1,4,1,12141,cluster 1,1
I Sharma,2010,6.0,35.29411764705883,14.285714285714285,0.9906759906759908,1.4084507042253522,1,1,1,1,1,11111,cluster 1,1
I Sharma,2011,4.0,80.0,28.57142857142857,0.2908667830133799,0.0,2,1,1,2,1,21121,cluster 3,3
I Sharma,2017,8.0,61.53846153846154,21.428571428571427,0.8109794135995009,2.409638554216868,1,1,2,1,1,11211,cluster 1,1
I Sharma,2019,10.0,333.3333333333333,6.25,0.1576458223857068,0.0,1,2,1,4,1,12141,cluster 1,1
I Sharma,2012,0.0,0.0,7.142857142857142,0.06119951040391676,1.5151515151515151,1,1,1,1,1,11111,cluster 1,1
R Vinay Kumar,2008,25.0,89.2857142857143,28.57142857142857,1.6877637130801686,2.8301886792452837,2,2,2,2,2,22222,cluster 3,3
R Vinay Kumar,2009,47.0,106.8181818181818,43.75,2.2809745982374294,3.7735849056603774,2,3,2,3,2,23232,cluster 3,3
R Vinay Kumar,2010,27.0,77.14285714285714,31.25,1.9157088122605364,3.4883720930232562,2,2,2,2,2,22222,cluster 3,3
R Vinay Kumar,2011,52.0,100.0,44.444444444444436,2.506024096385542,4.2735042735042725,2,3,2,2,2,23222,cluster 3,3
R Vinay Kumar,2012,68.0,104.6153846153846,46.66666666666666,3.5116153430578065,6.024096385542169,2,3,3,2,2,23322,cluster 3,3
R Vinay Kumar,2013,70.0,159.0909090909091,31.25,2.3391812865497075,1.282051282051282,2,3,1,4,2,23142,cluster 3,3
R Vinay Kumar,2014,4.0,57.14285714285714,12.5,0.37373198077949815,2.2988505747126435,1,1,2,1,1,11211,cluster 1,1
R Vinay Kumar,2015,0.0,0.0,12.5,0.1023541453428864,1.1494252873563218,1,1,1,1,1,11111,cluster 1,1
R Vinay Kumar,2016,13.0,108.33333333333331,14.285714285714285,0.7168458781362007,1.1904761904761905,1,2,1,3,1,12131,cluster 1,1
R Vinay Kumar,2018,6.0,150.0,6.25,0.20768431983385252,0.0,1,1,1,4,1,11141,cluster 1,1
Shoaib Malik,2008,148.0,123.33333333333331,47.058823529411754,6.253256904637832,6.25,3,4,3,3,3,34333,cluster 6,6
Shoaib Malik,2013,294.0,103.15789473684212,55.00000000000001,12.122501063377285,8.59375,3,4,3,2,4,34324,cluster 6,6
Shoaib Malik,2014,668.0,120.14388489208632,58.536585365853654,11.173633440514466,6.640625,3,4,3,3,4,34334,cluster 6,6
Shoaib Malik,2015,478.0,125.7894736842105,57.14285714285714,11.229314420803783,6.878306878306877,3,4,3,3,4,34334,cluster 6,6
Shoaib Malik,2016,725.0,116.93548387096773,93.33333333333331,17.588652482269502,10.555555555555557,4,4,4,3,4,44434,cluster 8,8
Shoaib Malik,2017,596.0,127.62312633832977,83.33333333333334,13.140123804164322,10.052910052910052,4,4,4,3,4,44434,cluster 8,8
Shoaib Malik,2018,712.0,139.60784313725492,68.29268292682927,10.39119804400978,6.99588477366255,3,4,3,4,4,34344,cluster 6,6
Shoaib Malik,2019,656.0,119.27272727272728,75.0,14.592730167153091,7.035175879396986,3,4,3,3,4,34334,cluster 6,6
Shoaib Malik,2006,16.0,100.0,100.0,13.91304347826087,20.0,4,2,4,2,4,42424,cluster 8,8
Shoaib Malik,2007,247.0,124.74747474747477,100.0,18.644067796610173,12.727272727272727,4,4,4,3,4,44434,cluster 8,8
Shoaib Malik,2009,171.0,100.0,100.0,13.307392996108948,14.035087719298243,4,4,4,2,4,44424,cluster 8,8
Shoaib Malik,2010,82.0,92.13483146067415,27.777777777777782,4.003598740440846,3.5971223021582728,2,3,2,2,3,23223,cluster 3,3
Shoaib Malik,2011,22.0,95.65217391304348,80.0,3.674121405750799,9.375,4,2,3,2,2,42322,cluster 8,8
Shoaib Malik,2012,215.0,96.41255605381167,81.25,11.730668069437137,7.547169811320754,4,4,3,2,4,44324,cluster 8,8
Shoaib Malik,2020,350.0,130.59701492537314,50.0,12.044943820224722,8.108108108108109,3,4,3,4,4,34344,cluster 6,6
Shoaib Malik,2021,101.0,117.44186046511628,100.0,14.285714285714285,11.538461538461537,4,3,4,3,4,43434,cluster 8,8
MK Tiwary,2008,104.0,119.54022988505749,50.0,5.623787976729154,3.8961038961038965,3,3,2,3,3,33233,cluster 6,6
MK Tiwary,2009,9.0,69.23076923076923,6.666666666666668,0.7593457943925234,1.3333333333333337,1,1,1,1,1,11111,cluster 1,1
MK Tiwary,2010,237.0,123.4375,78.57142857142857,11.188811188811188,12.676056338028168,3,4,4,3,4,34434,cluster 6,6
MK Tiwary,2011,374.0,105.94900849858357,73.68421052631578,16.282287822878228,7.84313725490196,3,4,3,2,4,34324,cluster 6,6
MK Tiwary,2012,260.0,103.58565737051792,88.23529411764706,12.40731586752348,10.638297872340424,4,4,4,2,4,44424,cluster 8,8
MK Tiwary,2013,146.0,102.8169014084507,56.25,7.384295371814872,7.84313725490196,3,4,3,2,3,34323,cluster 6,6
MK Tiwary,2014,152.0,123.57723577235771,57.14285714285714,7.343283582089553,5.813953488372092,3,4,3,3,3,34333,cluster 6,6
MK Tiwary,2015,57.0,98.27586206896551,14.285714285714285,3.4441805225653197,2.631578947368421,1,3,2,2,2,13222,cluster 2,2
MK Tiwary,2017,324.0,133.88429752066116,81.25,12.73684210526316,10.0,4,4,4,4,4,44444,cluster 8,8
MK Tiwary,2018,47.0,104.44444444444444,28.57142857142857,2.782931354359926,3.2258064516129035,2,3,2,2,2,23222,cluster 3,3
KD Karthik,2008,153.0,131.89655172413794,60.0,7.009063444108762,8.045977011494253,3,4,3,4,3,34343,cluster 6,6
KD Karthik,2009,292.0,129.77777777777777,56.00000000000001,7.708119218910586,5.882352941176469,3,4,3,4,3,34343,cluster 6,6
KD Karthik,2010,307.0,112.45421245421244,76.19047619047619,10.9375,11.023622047244093,3,4,4,3,4,34434,cluster 6,6
KD Karthik,2011,282.0,125.33333333333331,92.85714285714286,13.19648093841642,12.5,4,4,4,3,4,44434,cluster 8,8
KD Karthik,2012,238.0,109.67741935483869,82.35294117647058,10.564751703992211,12.149532710280376,4,4,4,3,4,44434,cluster 8,8
KD Karthik,2013,510.0,120.85308056872036,100.0,18.252595155709344,14.912280701754383,4,4,4,3,4,44434,cluster 8,8
KD Karthik,2014,325.0,124.52107279693486,100.0,15.582089552238806,16.27906976744186,4,4,4,3,4,44434,cluster 8,8
KD Karthik,2015,141.0,117.5,68.75,7.614213197969544,11.39240506329114,3,4,4,3,3,34433,cluster 6,6
KD Karthik,2016,335.0,122.71062271062272,93.75,14.436805922792173,12.745098039215687,4,4,4,3,4,44434,cluster 8,8
KD Karthik,2017,432.0,138.46153846153842,59.25925925925925,10.025706940874036,6.451612903225807,3,4,3,4,4,34344,cluster 6,6
KD Karthik,2018,679.0,144.16135881104034,74.28571428571429,11.190306486101212,6.25,3,4,3,4,4,34344,cluster 6,6
KD Karthik,2019,300.0,144.23076923076925,53.33333333333334,5.741098537123932,6.211180124223603,3,4,3,4,3,34343,cluster 6,6
KD Karthik,2020,169.0,125.1851851851852,100.0,7.844276583381755,12.5,4,4,4,3,3,44433,cluster 8,8
KD Karthik,2021,123.0,136.66666666666666,100.0,10.72705601907032,7.84313725490196,4,3,3,4,4,43344,cluster 8,8
KD Karthik,2006,31.0,110.71428571428572,100.0,22.76422764227642,0.0,4,2,1,3,4,42134,cluster 7,7
KD Karthik,2007,28.0,121.7391304347826,42.857142857142854,2.6651216685979144,7.5,2,2,3,3,2,22332,cluster 3,3
R Bhatia,2008,34.0,121.42857142857143,21.428571428571427,1.809954751131222,2.5974025974025974,1,2,2,3,2,12232,cluster 1,1
R Bhatia,2009,8.0,44.444444444444436,33.33333333333333,1.0514018691588785,6.666666666666668,2,1,3,1,1,21311,cluster 3,3
R Bhatia,2010,24.0,141.17647058823533,21.428571428571427,1.0083036773428231,3.4090909090909087,1,2,2,4,1,12241,cluster 1,1
R Bhatia,2011,25.0,108.69565217391305,40.0,1.3731343283582091,2.8169014084507045,2,2,2,3,2,22232,cluster 3,3
R Bhatia,2012,35.0,116.66666666666669,35.29411764705883,1.4829461196243203,3.191489361702128,2,2,2,3,2,22232,cluster 3,3
R Bhatia,2013,99.0,122.22222222222223,62.5,4.212168486739468,5.882352941176469,3,3,3,3,3,33333,cluster 6,6
R Bhatia,2014,67.0,121.8181818181818,50.0,3.2993401319736058,5.6818181818181825,3,3,3,3,2,33332,cluster 6,6
R Bhatia,2015,0.0,0.0,7.6923076923076925,0.06269592476489029,1.2658227848101269,1,1,1,1,1,11111,cluster 1,1
R Bhatia,2016,34.0,170.0,35.714285714285715,1.2658227848101269,1.4705882352941175,2,2,1,4,2,22142,cluster 3,3
R Bhatia,2017,16.0,94.11764705882355,6.25,0.8947368421052628,1.1111111111111112,1,2,1,2,1,12121,cluster 1,1
MF Maharoof,2008,127.0,147.67441860465115,56.25,4.788418708240536,7.6923076923076925,3,4,3,4,3,34343,cluster 6,6
MF Maharoof,2009,21.0,100.0,13.333333333333336,1.2266355140186915,1.3333333333333337,1,2,1,2,2,12122,cluster 1,1
MF Maharoof,2010,31.0,129.16666666666666,28.57142857142857,1.4234875444839856,3.4090909090909087,2,2,2,3,2,22232,cluster 3,3
MF Maharoof,2006,8.0,100.0,33.33333333333333,2.8469750889679712,4.761904761904762,2,1,2,2,2,21222,cluster 3,3
MF Maharoof,2007,0.0,0.0,20.0,0.3252032520325203,3.0303030303030303,1,1,2,1,1,11211,cluster 1,1
MF Maharoof,2016,10.0,62.5,6.25,0.8226221079691516,0.7751937984496124,1,2,1,1,1,12111,cluster 1,1
VY Mahesh,2008,15.0,53.57142857142857,35.714285714285715,1.809954751131222,2.5974025974025974,2,2,2,1,2,22212,cluster 3,3
TM Srivastava,2008,8.0,80.0,13.333333333333336,0.5750431282346177,1.2658227848101269,1,1,1,2,1,11121,cluster 1,1
TM Srivastava,2009,0.0,0.0,7.142857142857142,0.05927682276229994,0.0,1,1,1,1,1,11111,cluster 1,1
AM Rahane,2008,4.0,21.05263157894737,14.285714285714285,1.1994949494949494,2.5,1,1,2,1,2,11212,cluster 1,1
AM Rahane,2009,144.0,112.5,53.846153846153854,7.95031055900621,7.317073170731707,3,4,3,3,3,34333,cluster 6,6
AM Rahane,2011,181.0,128.36879432624113,52.941176470588246,7.249357326478148,7.070707070707071,3,4,3,3,3,34333,cluster 6,6
AM Rahane,2012,673.0,122.58652094717668,70.0,15.271210013908204,12.0,3,4,4,3,4,34434,cluster 6,6
AM Rahane,2013,488.0,103.38983050847456,100.0,21.882243857209087,14.893617021276595,4,4,4,2,4,44424,cluster 8,8
AM Rahane,2014,401.0,110.46831955922865,76.19047619047619,14.421930870083433,12.06896551724138,3,4,4,3,4,34434,cluster 6,6
AM Rahane,2015,577.0,124.89177489177489,88.23529411764706,22.1264367816092,12.037037037037035,4,4,4,3,4,44434,cluster 8,8
AM Rahane,2016,582.0,119.50718685831622,60.0,12.74869109947644,9.615384615384617,3,4,3,3,4,34334,cluster 6,6
AM Rahane,2017,382.0,116.46341463414636,100.0,17.263157894736842,16.666666666666664,4,4,4,3,4,44434,cluster 8,8
AM Rahane,2018,370.0,115.26479750778816,93.33333333333331,18.238636363636363,13.131313131313133,4,4,4,3,4,44434,cluster 8,8
AM Rahane,2019,393.0,135.98615916955018,92.85714285714286,17.91692498450093,15.789473684210524,4,4,4,4,4,44444,cluster 8,8
AM Rahane,2020,113.0,100.0,47.058823529411754,5.368171021377672,7.6190476190476195,3,3,3,2,3,33323,cluster 6,6
AM Rahane,2021,8.0,88.8888888888889,12.5,0.9635974304068522,3.0303030303030303,1,1,2,2,1,11221,cluster 1,1
B Chipli,2008,20.0,66.66666666666667,21.428571428571427,1.8083182640144664,2.8301886792452837,1,2,2,1,2,12212,cluster 1,1
B Chipli,2011,207.0,120.34883720930232,92.85714285714286,10.005817335660268,9.195402298850574,4,4,3,3,4,44334,cluster 8,8
B Chipli,2012,37.0,105.71428571428572,26.66666666666667,1.9294377067254689,3.3707865168539324,2,2,2,2,2,22222,cluster 3,3
B Chipli,2013,16.0,84.21052631578948,6.25,0.9814049586776858,0.9090909090909092,1,2,1,2,1,12121,cluster 1,1
DW Steyn,2008,2.0,40.0,14.285714285714285,0.3013863773357444,0.9433962264150944,1,1,1,1,1,11111,cluster 1,1
DW Steyn,2009,1.0,20.0,7.142857142857142,0.14961101137043686,1.1560693641618496,1,1,1,1,1,11111,cluster 1,1
DW Steyn,2010,19.0,76.0,22.222222222222218,0.7992327365728901,3.333333333333333,2,2,2,2,1,22221,cluster 3,3
DW Steyn,2011,36.0,97.29729729729729,35.714285714285715,2.152414194299011,3.4482758620689653,2,2,2,2,2,22222,cluster 3,3
DW Steyn,2012,19.0,90.4761904761905,33.33333333333333,1.1576626240352812,5.617977528089887,2,2,3,2,2,22322,cluster 3,3
DW Steyn,2013,54.0,135.0,36.0,1.3591573224600746,2.013422818791946,2,3,2,4,2,23242,cluster 3,3
DW Steyn,2014,28.0,84.84848484848484,25.0,1.1836441893830705,2.307692307692308,2,2,2,2,2,22222,cluster 3,3
DW Steyn,2015,20.0,153.84615384615384,21.428571428571427,0.7826610475617101,1.2345679012345678,1,2,1,4,1,12141,cluster 1,1
DW Steyn,2016,9.0,112.5,7.317073170731707,0.17327268789257094,0.4329004329004329,1,1,1,3,1,11131,cluster 1,1
DW Steyn,2020,6.0,120.0,12.5,0.17403411068569438,0.7194244604316548,1,1,1,3,1,11131,cluster 1,1
DW Steyn,2007,1.0,100.0,14.285714285714285,0.12165450121654503,0.0,1,1,1,2,1,11121,cluster 1,1
DW Steyn,2019,1.0,33.333333333333336,12.5,0.30991735537190085,0.0,1,1,1,1,1,11111,cluster 1,1
DW Steyn,2021,0.0,0.0,20.0,0.4862236628849271,0.0,1,1,1,1,1,11111,cluster 1,1
DW Steyn,2018,19.0,86.36363636363636,16.666666666666664,1.5703069236259817,0.0,1,2,1,2,2,12122,cluster 1,1
DB Das,2008,103.0,108.42105263157896,46.153846153846146,6.101477199743097,6.8181818181818175,2,3,3,3,3,23333,cluster 3,3
DB Das,2012,126.0,131.25,58.82352941176471,4.745427582797825,1.0638297872340423,3,4,1,4,3,34143,cluster 6,6
DB Das,2013,75.0,98.68421052631581,37.5,3.9521580863234527,4.901960784313727,2,3,2,2,3,23223,cluster 3,3
MK Pandey,2008,3.0,30.0,14.285714285714285,0.6313131313131313,2.5,1,1,2,1,1,11211,cluster 1,1
MK Pandey,2009,168.0,140.0,25.0,6.2208398133748055,1.8867924528301887,2,4,1,4,3,24143,cluster 4,4
MK Pandey,2010,249.0,106.86695278969955,81.25,12.753147235905855,12.790697674418604,4,4,4,3,4,44434,cluster 8,8
MK Pandey,2011,246.0,105.5793991416309,69.23076923076923,15.26867627785059,10.843373493975903,3,4,4,2,4,34424,cluster 6,6
